CLASS,SPECIES_FINAL,STRAIN,SOURCE_FINAL,AUTHOR_FINAL,NONSYNOM_REM,NONSYNOM_ALT,NONSYNOM_REC,SPECIES_TOGASHI,AUTHOR_TOGASHI,SOURCE_VERIFICATION,AUTHOR_VERIFICATION,SPECIES_TOGASHI_ALT,SPECIES_TOGASHI_NON,TITLE_INFO,TITLE_MATCH,SPECIES_CHANGED,AMBIGUOUS,SPORE,PROCESS,CARDINAL,TEMPERATURE,DETAILS,UNCERTAINTY,TEMPERATURE_REFERENCE,DISEASE,HOST_PLANT
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,max,30,note:  >30,>,"Mains and Jackson, 1926",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,max,31,note:  % germination,,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,max,29.5,note:  29-30 germ tube development,,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,min,5,note:  <5,<,"Mains and Jackson, 1926",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,min,2.5,note:  % germination,,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,min,2.5,"note:  2-3, germ tube development",,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,opt,18,note:  16-20,,"Mains and Jackson, 1926",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,opt,18.75,"note:  12.5-25, as % of germination",,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,opt,12.5,"note:  5-20, dev of germ tube",,"Metha, 1923",,
fungi,puccinia recondita,,SF,Roberge ex Desm. (1857),,,,puccinia triticina,Erikss.,SF,Erikss. (1899),,,,,,,uredospores,spore germination,opt,12.5,"note:  10-15, development of germ tube",,"Stock, 1931",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,,disease development,max,30,"note:  about 30, II-stage development (assumed ""II-stage development"" to refer to disease development)",,"Mains, 1917",corn rust,corn
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,,disease development,opt,20,"note:  II-stage development (assumed ""II-stage development"" to refer to disease development)",,"Mains, 1917",corn rust,corn
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,,infection,max,32,note:  infection with II spores,,"Weber, 1922",corn rust,corn
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,,infection,min,8,note:  <8 (infection with II spores),<,"Weber, 1922",corn rust,corn
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,,infection,opt,18,note:  infection with II spores,,"Weber, 1922",corn rust,corn
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,max,25,,,"Mains, 1915",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,max,32,,,"Weber, 1921",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,max,32,,,"Weber, 1922a",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,min,4,,,"Weber, 1921",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,min,4,,,"Weber, 1922a",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,opt,16.5,note:  15-18,,"Mains, 1915",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,opt,17,,,"Weber, 1921",,
fungi,puccinia sorghi,,SF,Schwein. (1832),,,,puccinia sorghi,Schw.,SF,Schwein. (1832),,,,,,,uredospores,spore germination,opt,17,,,"Weber, 1922a",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,disease development,max,16,"note:  both humidity and temperature play important part in reaction of wheat in kenya to the rust - a given variety, for instance, may be resistant at 18 but susceptible at 14 (hence 16 assumed possible Tmax from pathogens perspective), while another may be resistant at 14 and susceptible below 10 (hence 10 assumed alternative possible Tmax from pathogens perspective - not midpoint as specifies ""below"" 10)",,"Burton, 1931",rust,wheat
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,disease development,max,10,"note:  both humidity and temperature play important part in reaction of wheat in kenya to the rust - a given variety, for instance, may be resistant at 18 but susceptible at 14 (hence 16 assumed possible Tmax from pathogens perspective), while another may be resistant at 14 and susceptible below 10 (hence 10 assumed alternative possible Tmax from pathogens perspective - not midpoint as specifies ""below"" 10)",,"Burton, 1931",rust,wheat
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,disease development,max,29,"note:  10-15 fungus flourishes, but at 28-30 ceases to spread. Midpoint of 28-30 assumed Tmax.",,"Mattras, 1932",yellow rust,cereal
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,disease development,max,25,note:  susceptible varieties at 10 - 16 became extremely resistant at 25. Hence Tmax from pathogens perspective estimated as 25. However could be <25.,<,"Newton M. and Johnson, 1936",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,disease development,opt,12.5,note:  10-15 fungus flourishes,,"Mattras, 1932",yellow rust,cereal
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,max,26.7,note:  no infection obtained at 26.7 or above,<,"Bever, 1934",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,max,16,"note:  both humidity and temperature play important part in reaction of wheat in kenya to the rust - a given variety, for instance, may be resistant at 18 but susceptible at 14 (hence 16 assumed possible Tmax from pathogens perspective), while another may be resistant at 14 and susceptible below 10 (hence 10 assumed alternative possible Tmax from pathogens perspective - not midpoint as specifies ""below"" 10)",,"Burton, 1931",rust,wheat
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,max,10,"note:  both humidity and temperature play important part in reaction of wheat in kenya to the rust - a given variety, for instance, may be resistant at 18 but susceptible at 14 (hence 16 assumed possible Tmax from pathogens perspective), while another may be resistant at 14 and susceptible below 10 (hence 10 assumed alternative possible Tmax from pathogens perspective - not midpoint as specifies ""below"" 10)",,"Burton, 1931",rust,wheat
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,max,29,"note:  10-15 fungus flourishes, but at 28-30 ceases to spread. Midpoint of 28-30 assumed Tmax.",,"Mattras, 1932",yellow rust,cereal
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,max,25,note:  susceptible varieties at 10 - 16 became extremely resistant at 25. Hence Tmax from pathogens perspective estimated as 25. However could be <25.,<,"Newton M. and Johnson, 1936",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,,infection,opt,12.5,note:  10-15 fungus flourishes,,"Mattras, 1932",yellow rust,cereal
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,29,,,"Metha, 1923",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,20,note:  about,,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,25,"note:  no germination occurs at either high or low humidities at 25 - at medium relative humidities some of them germinate, but % decreases rapidly with an increase of the time interval.",,"Peltier, 1922",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,max,25,,,"Storoede, 1933",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,min,2.5,note:  2-3,,"Metha, 1923",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,min,0,note:  >0,>,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,min,0,note:  >0,>,"Storoede, 1933",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,12.5,note:  10-15,,"Johnson and Newton, 1928",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,11,note:  10-12,,"Newton M. and Johnson, 1936",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,10,note:  about,,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,10,"note:  at 10 spores gave higher % and were more viable than for more extended periods at nearly all humidities than at 15 (at 5 viability at medium humidities still fairly high).  (was higher at 15 than at 20, and was higher at 20 than 25). Hence, 10 assumed Topt.",,"Peltier, 1922",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,15.5,note:  11-20,,"Storoede, 1933",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,spore germination,opt,15,note:  10-20,,"Wilhelm, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,sporulation,max,20,note:  about,,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,sporulation,min,0,note:  >0,>,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,sporulation,opt,14.5,note:  13-16,,"Newton M. and Johnson, 1936",,
fungi,puccinia striiformis,,SF,Westend. (1854),,,,puccinia glumarum,(Schm.) Erikss. et Henn.,SF,(J.C. Schmidt) Erikss. & Henning (1894),,,,,,,uredospores,sporulation,opt,10,note:  about,,"Newton, Johnson, and Brown, 1931",,
fungi,puccinia suaveolens,,SF,(Pers.) Rostr. (1874),,,,puccinia suaveolens,Rostr.,SF,(Pers.) Rostr. (1874),,,,,,,uredospores,spore germination,opt,20,note:  18-22,,"Waters, 1928",,
fungi,pumilus medullae,,SF,Viala & Marsais (1934),,,,pumilus medullae,Viala et Marsais,SF,Viala & Marsais (1934),,,,,,,,growth in culture,opt,22.5,note:  20-25,,"Viala and Marsais, 1934",,
fungi,punctularia strigosozonata,,SF,(Schwein.) P.H.B. Talbot (1958),,,,phlebia strigosozonata,(Schw.) Lloyd,SF,(Schwein.) Lloyd (1913),phlebia strigoso-zonata,,,,,Y,,growth in culture,max,40,note:  <40,<,"Humphrey and Siggers, 1935",,
fungi,punctularia strigosozonata,,SF,(Schwein.) P.H.B. Talbot (1958),,,,phlebia strigosozonata,(Schw.) Lloyd,SF,(Schwein.) Lloyd (1913),phlebia strigoso-zonata,,,,,Y,,growth in culture,opt,34,,,"Humphrey and Siggers, 1935",,
fungi,pycnoporus sanguineus,,SF,(L.) Murrill (1904),,,,polystictus sanguineus,(L.) Fr.,SF/MB - LEG,(L.) G. Mey. (1818) (MB: (L.) Fr.),,,,,,,,growth in culture,max,45,,,"Kitajima, 1928",,
fungi,pycnoporus sanguineus,,SF,(L.) Murrill (1904),,,,polystictus sanguineus,(L.) Fr.,SF/MB - LEG,(L.) G. Mey. (1818) (MB: (L.) Fr.),,,,,,,,growth in culture,min,4,,,"Kitajima, 1928",,
fungi,pycnoporus sanguineus,,SF,(L.) Murrill (1904),,,,polystictus sanguineus,(L.) Fr.,SF/MB - LEG,(L.) G. Mey. (1818) (MB: (L.) Fr.),,,,,,,,growth in culture,opt,32.5,note:  25-40,,"Kitajima, 1928",,
fungi,pyrenopeziza brassicae,,SF,B. Sutton & Rawl. (1979),,,,gloeosporium concentricum,(Grev.) Berk. et Br.,SF,(Grev.) Berk. & Broome (1850),,,,,,,,growth in culture,opt,19.5,note:  19-20,,"Halsey, 1934",,
fungi,pyrenophora avenae,,SF,S. Ito & Kurib. (1930),Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),,,,Y,,growth in culture,max,30,note:  about,,"O'Brien and Dennis, 1933",,
fungi,pyrenophora avenae,,SF,S. Ito & Kurib. (1930),Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),,,,Y,,growth in culture,opt,20,note:  about,,"O'Brien and Dennis, 1933",,
fungi,pyrenophora catenaria,147,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,sclerotia,fructification,max,10,note:  <10,<,"Nishikado, 1928",,
fungi,pyrenophora catenaria,147,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,sclerotia,fructification,min,4.4,note:  >4.4,>,"Nishikado, 1928",,
fungi,pyrenophora catenaria,147,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,sclerotia,fructification,opt,7.05,note:  6.7-7.4,,"Nishikado, 1928",,
fungi,pyrenophora catenaria,,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,,growth in culture,max,34,note:  33-35,,"Nishikado, 1928",,
fungi,pyrenophora catenaria,,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,,growth in culture,min,5,,,"Nishikado, 1928",,
fungi,pyrenophora catenaria,,SF,(Drechsler) Rossman & K.D. Hyde (2015),,,,drechslera catenaria; helminthosporium catenarium,(Dreschs.) Ito; Drechsler,SF; SF,(Drechsler) S. Ito (1930); Drechsler (1923),,,,,,,,growth in culture,opt,31.5,note:  30-33,,"Nishikado, 1928",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium avenae,N,"final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,max,33,,,"Rathschlag, 1930",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium-arten (species),"N - assume ""helminthosporium species"" refers to helminthosporium avenae","final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,max,33,note:  about 33,,"Ravn, 1901",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium avenae,N,"final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,min,2.5,note:  2-3,,"Rathschlag, 1930",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium-arten (species),"N - assume ""helminthosporium species"" refers to helminthosporium avenae","final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,min,4,note:  3-5,,"Ravn, 1901",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium avenae,N,"final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,opt,22.5,note:  20-25,,"Rathschlag, 1930",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium-arten (species),"N - assume ""helminthosporium species"" refers to helminthosporium avenae","final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,,growth in culture,opt,27.5,note:  about 25-30,,"Ravn, 1901",,
fungi,pyrenophora chaetomioides,,SF,"Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898) [1899]",Y,,,pyrenophora avenae,(Eidam.) Ito et Kuribayashi,SF,S. Ito & Kurib. (1930),,helminthosporium avenae (Eidam.),helminthosporium avenae,N,"final name updated to pyrenophora chaetomioides. SF. Speg., Anal. Mus. nac. Hist. nat. B. Aires 6: 285 (1898)",Y,conidia,spore germination,max,32.5,note:  32-33,,"Rathschlag, 1930",,
